,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
575,1 Series,Diesel,1.5L,Manual,"36,287 miles",5,114 bhp,2018 (68),78.5,Hatchback,94 g/km,GLACIER SILVER,"£14,100"
576,1 Series,Diesel,1.5L,Manual,"27,676 miles",5,114 bhp,2016 (66),70.6,Hatchback,106 g/km,ORANGE,"£14,100"
577,1 Series,Diesel,1.5L,Manual,"52,493 miles",5,114 bhp,2018 (68),51.4,Hatchback,114 g/km,BLACK,"£14,000"
578,1 Series,Diesel,1.5L,Manual,"43,651 miles",5,114 bhp,2019 (19),78.5,Hatchback,94 g/km,ALPINE WHITE,"£14,000"
579,3 Series,Diesel,2.0L,Manual,"61,614 miles",4,161 bhp,2018 (18),72.4,Saloon,102 g/km,GREY,"£14,000"
580,1 Series,Petrol,1.5L,Manual,"35,078 miles",3,134 bhp,2017 (17),52.3,Hatchback,126 g/km,WHITE,"£14,000"
581,2 Series,Diesel,2.0L,Automatic,"56,822 miles",5,148 bhp,2016 (16),68.9,Hatchback,109 g/km,SILVER,"£14,000"
582,1 Series,Diesel,1.5L,Manual,"32,770 miles",5,114 bhp,2018 (68),78.5,Hatchback,94 g/km,SILVER,"£14,000"
583,3 Series,Diesel,2.0L,Manual,"57,690 miles",4,188 bhp,2016 (66),67.3,Saloon,111 g/km,ALPINE WHITE,"£14,000"
584,3 Series,Diesel,2.0L,Manual,"46,834 miles",4,161 bhp,2017 (67),72.4,Saloon,102 g/km,BLACK SAPPHIRE,"£14,000"
585,3 Series,Petrol,2.0L,Manual,"44,261 miles",4,181 bhp,2017 (17),48.7,Saloon,134 g/km,MELBOURNE RED,"£14,000"
586,1 Series,Petrol,1.5L,Manual,"24,555 miles",5,134 bhp,2017 (67),56.5,Hatchback,116 g/km,JET BLACK,"£14,000"
587,1 Series,Diesel,1.5L,Manual,"38,976 miles",5,114 bhp,2017 (67),78.5,Hatchback,94 g/km,WHITE,"£13,950"
588,3 Series,Diesel,2.0L,Manual,"37,824 miles",4,188 bhp,2016 (66),67.3,Saloon,111 g/km,BLACK SAPPHIRE,"£13,950"
589,1 Series,Diesel,1.5L,Manual,"30,743 miles",5,114 bhp,2017 (67),83.1,Hatchback,89 g/km,ALPINE WHITE,"£13,950"
590,3 Series,Diesel,2.0L,Automatic,"62,210 miles",4,161 bhp,2016 (16),74.3,Saloon,99 g/km,MINERAL WHITE,"£13,900"
591,3 Series,Diesel,2.0L,Manual,"28,603 miles",4,141 bhp,2014 (64),62.8,Saloon,118 g/km,ESTORIL BLUE,"£13,900"
592,3 Series,Petrol,1.5L,Manual,"40,027 miles",4,134 bhp,2016 (66),52.3,Saloon,124 g/km,JET BLACK,"£13,900"
593,1 Series,Petrol,1.5L,Manual,"23,008 miles",5,134 bhp,2017 (17),53.3,Hatchback,123 g/km,MINERAL WHITE,"£13,900"
594,2 Series,Diesel,2.0L,Manual,"41,254 miles",5,148 bhp,2016 (16),68.9,Hatchback,109 g/km,WHITE,"£13,800"
595,1 Series,Diesel,2.0L,Manual,"40,886 miles",5,147 bhp,2017 (66),68.9,Hatchback,109 g/km,GREY,"£13,800"
596,1 Series,Diesel,1.5L,Manual,"47,934 miles",5,114 bhp,2018 (18),53.3,Hatchback,111 g/km,GREY,"£13,750"
597,2 Series,Petrol,1.5L,Manual,"75,864 miles",5,134 bhp,2017 (67),55.4,Hatchback,119 g/km,GREY,"£13,700"
598,1 Series,Diesel,1.5L,Manual,"57,526 miles",5,114 bhp,2018 (67),72.4,Hatchback,103 g/km,ALPINE WHITE,"£13,700"
599,3 Series,Diesel,2.0L,Manual,"55,341 miles",4,148 bhp,2017 (17),64.2,Saloon,116 g/km,BLUE,"£13,700"
600,3 Series,Diesel,2.0L,Manual,"60,503 miles",4,161 bhp,2016 (66),72.4,Saloon,102 g/km,Mediterranean Blue,"£13,650"
601,2 Series,Diesel,2.0L,Automatic,"57,324 miles",2,148 bhp,2015 (65),68.9,Coupe,108 g/km,WHITE,"£13,500"
602,3 Series,Diesel,2.0L,Manual,"68,742 miles",4,188 bhp,2016 (16),64.2,Saloon,116 g/km,WHITE,"£13,500"
603,2 Series,Petrol,1.5L,Manual,"45,311 miles",5,138 bhp,2018 (18),44.1,Hatchback,132 g/km,GREY,"£13,500"
604,4 Series,Diesel,2.0L,Automatic,"87,712 miles",2,188 bhp,2016 (66),70.6,Coupe,106 g/km,BLACK SAPPHIRE,"£13,400"
605,3 Series,Petrol,1.5L,Manual,"40,699 miles",4,134 bhp,2016 (16),52.3,Saloon,124 g/km,ALPINE WHITE,"£13,400"
606,3 Series,Diesel,2.0L,Manual,"41,271 miles",4,148 bhp,2016 (65),67.3,Saloon,111 g/km,ALPINE WHITE,"£13,300"
607,3 Series,Diesel,2.0L,Manual,"51,272 miles",4,114 bhp,2017 (67),68.9,Saloon,109 g/km,MINERAL WHITE,"£13,250"
608,3 Series,Diesel,2.0L,Manual,"51,038 miles",4,114 bhp,2016 (66),68.9,Saloon,109 g/km,ALPINE WHITE,"£13,250"
609,2 Series,Diesel,2.0L,Manual,"34,631 miles",5,148 bhp,2015 (15),68.9,Hatchback,109 g/km,WHITE,"£13,200"
610,2 Series,Diesel,2.0L,Manual,"42,195 miles",5,148 bhp,2016 (66),68.9,Hatchback,109 g/km,WHITE,"£13,150"
611,3 Series,Diesel,2.0L,Manual,"67,920 miles",4,181 bhp,2014 (64),57.7,Saloon,128 g/km,BLUE,"£13,100"
612,3 Series,Diesel,2.0L,Manual,"61,829 miles",4,114 bhp,2016 (66),68.9,Saloon,109 g/km,MINERAL GREY,"£13,100"
613,3 Series,Diesel,2.0L,Manual,"79,954 miles",5,114 bhp,2018 (67),64.2,Estate,116 g/km,SILVER,"£13,100"
614,1 Series,Diesel,1.5L,Manual,"54,230 miles",5,114 bhp,2018 (68),78.5,Hatchback,94 g/km,JET BLACK,"£13,100"
615,1 Series,Diesel,1.5L,Manual,"43,082 miles",5,114 bhp,2018 (68),78.5,Hatchback,94 g/km,GREY,"£13,000"
616,2 Series,Diesel,2.0L,Manual,"48,893 miles",5,148 bhp,2015 (65),68.9,Hatchback,109 g/km,GREY,"£12,900"
617,3 Series,Diesel,2.0L,Manual,"60,561 miles",4,161 bhp,2016 (16),72.4,Saloon,102 g/km,BLACK SAPPHIRE,"£12,900"
618,2 Series,Diesel,2.0L,Manual,"46,206 miles",2,148 bhp,2016 (16),65.7,Coupe,113 g/km,WHITE,"£12,800"
619,1 Series,Diesel,1.5L,Manual,"33,928 miles",5,114 bhp,2015 (65),72.4,Hatchback,103 g/km,RED,"£12,800"
620,1 Series,Diesel,1.5L,Manual,"31,387 miles",5,114 bhp,2017 (17),83.1,Hatchback,89 g/km,Mediterranean Blue,"£12,750"
621,1 Series,Diesel,1.5L,Manual,"32,331 miles",5,114 bhp,2017 (67),78.5,Hatchback,94 g/km,WHITE,"£12,600"
622,3 Series,Petrol,2.0L,Manual,"76,500 miles",4,181 bhp,2016 (16),48.7,Saloon,134 g/km,ALPINE WHITE,"£12,500"
623,1 Series,Diesel,1.5L,Manual,"59,223 miles",5,114 bhp,2017 (67),78.5,Hatchback,94 g/km,JET BLACK,"£12,300"
624,1 Series,Diesel,1.5L,Manual,"64,139 miles",3,114 bhp,2016 (66),70.6,Hatchback,106 g/km,MINERAL GREY,"£12,300"
625,2 Series,Diesel,2.0L,Manual,"70,434 miles",5,148 bhp,2017 (17),68.9,Hatchback,109 g/km,WHITE,"£12,100"
626,1 Series,Diesel,2.0L,Manual,"50,670 miles",5,147 bhp,2015 (15),68.9,Hatchback,109 g/km,WHITE,"£11,950"
627,2 Series,Diesel,1.5L,Manual,"63,962 miles",5,114 bhp,2017 (17),74.3,Hatchback,99 g/km,BLACK,"£11,950"
628,1 Series,Diesel,2.0L,Manual,"63,986 miles",5,147 bhp,2016 (66),68.9,Hatchback,109 g/km,RED,"£11,900"
629,2 Series,Petrol,1.5L,Manual,"62,033 miles",2,134 bhp,2015 (65),50.4,Coupe,130 g/km,MINERAL GREY,"£11,900"
630,1 Series,Diesel,2.0L,Manual,"30,410 miles",5,114 bhp,2015 (15),65.7,Hatchback,114 g/km,BLACK,"£11,800"
631,1 Series,Diesel,1.5L,Manual,"55,070 miles",5,114 bhp,2015 (65),83.1,Hatchback,89 g/km,Mediterranean Blue,"£11,700"
632,1 Series,Diesel,1.5L,Manual,"57,552 miles",5,114 bhp,2015 (65),72.4,Hatchback,103 g/km,BLACK,"£11,400"
633,1 Series,Diesel,1.5L,Manual,"48,177 miles",5,114 bhp,2015 (65),83.1,Hatchback,89 g/km,MIDNIGHT BLUE,"£11,300"
634,1 Series,Petrol,1.5L,Manual,"59,313 miles",5,134 bhp,2015 (65),53.3,Hatchback,123 g/km,CRIMSON RED,"£11,250"
635,1 Series,Diesel,1.5L,Manual,"49,488 miles",5,114 bhp,2015 (65),83.1,Hatchback,89 g/km,SILVER,"£11,100"
636,3 Series,Diesel,2.0L,Manual,"82,364 miles",5,114 bhp,2016 (16),64.2,Estate,116 g/km,Platinum Silver Metallic,"£11,100"
637,2 Series,Diesel,1.5L,Manual,"69,949 miles",5,114 bhp,2017 (17),74.3,Hatchback,99 g/km,WHITE,"£11,000"
638,2 Series,Diesel,1.5L,Manual,"73,605 miles",5,114 bhp,2016 (65),74.3,Hatchback,99 g/km,BLACK,"£10,300"
